src,tgt,mt,model_name,comet,bleurt,score
-אני רוצה לצלמ את זה?,- l'lI get this on film.,- I want to film it?,facebook/nllb-200-3.3b,0.7056629061698914,0.6033140420913696,0.6544884741306305
"לעזאזל, גריזלי!",What you do that for?,"Damn it, Grizzly! What are you doing?",facebook/nllb-200-3.3b,0.4946378171443939,0.560326099395752,0.5274819582700729
מקור טוב.,Good source.,It's a good source.,facebook/nllb-200-3.3b,0.8775658011436462,0.8089227080345154,0.8432442545890808
"כל דבר... טוב, זה סוג של קשור לעבודה.","Anything... Well, this is kind of work-related.","Everything... Well, it's kind of work related.",facebook/nllb-200-3.3b,0.892390251159668,0.8054312467575073,0.8489107489585876
לא למדה דבר מהסרטים.,She couldn't learn anything from the movies.,Didn't learn anything from the movies.,facebook/nllb-200-3.3b,0.9004901051521301,0.6837142109870911,0.7921021580696106
"היי, סליחה שאני מפריעה לך שוב.","Hey, sorry to bug you again.","Hey, sorry to bother you again.",facebook/nllb-200-3.3b,0.9452477097511292,0.9078038334846497,0.9265257716178894
"אם תהיה המנהל, כולם יהיו נמרצים יותר. וגם אוכל לצפות בך מתאמן בווינג-צ'אן.","With you to lead us, everyone would be more energetic and I can also watch you practice Wing Chun fist.","If you're the director, everyone will be more energetic and I can watch you practice Wing Chun.",facebook/nllb-200-3.3b,0.7993899583816528,0.7182325720787048,0.7588112652301788
"אני כועס, לוק.","I'm upset, Luke.","I'm mad at you, Luke.",facebook/nllb-200-3.3b,0.8538409471511841,0.7955213189125061,0.8246811330318451
"שלום, ג'וש.","Good-bye, Josh.","Hey, Josh.",facebook/nllb-200-3.3b,0.7894684076309204,0.745713472366333,0.7675909399986267
עוף מהדרך.,"Get this truck out of the way,",Get out of the way.,facebook/nllb-200-3.3b,0.7996692657470703,0.5668125748634338,0.6832409203052521
רק לשמור אותו כבוש.,Just keep him occupied.,Just keep it occupied.,facebook/nllb-200-3.3b,0.9068788886070251,0.6788565516471863,0.7928677201271057
לא אמרת לי בעצמך שלא היה לי סיכוי ממשי להיות מפקדת המשטרה?,Didn't you tell me yourself that I had no real chance at being Chief?,Didn't you tell me yourself that I never had a real chance of being Chief of Police?,facebook/nllb-200-3.3b,0.9069789052009583,0.7508077025413513,0.8288933038711548
איך היה בצהריים?,- How was lunch?,How was lunch?,facebook/nllb-200-3.3b,0.9729102253913879,0.9391258358955383,0.9560180306434631
ו... ?,- And?,And what?,facebook/nllb-200-3.3b,0.893833339214325,0.6771572828292847,0.7854953110218048
הוא לוחם טוב.,He's a good warrior.,He's a good fighter.,facebook/nllb-200-3.3b,0.9193490147590637,0.6941598057746887,0.8067544102668762
נמאס לי ג'ואי.,I'm done Joey.,I'm tired of Joey.,facebook/nllb-200-3.3b,0.7773788571357727,0.6295416951179504,0.7034602761268616
למה גם אני?,How come so am I?,Why me?,facebook/nllb-200-3.3b,0.730069100856781,0.4374368190765381,0.5837529599666595
אבל לצערי היחסים בינינו נגמרו.,But i'm afraid this relationship is now over. Yes!,"But unfortunately, our relationship is over.",facebook/nllb-200-3.3b,0.8753795623779297,0.7651713490486145,0.8202754557132721
"גריסון נמצא בשלבי הסיום, של המכשיר הסודי שלו, שהוא מכנה באופן פשוט: ""זה"". ?","Mr. Garrison is putting the final touches on his top secret device, which he simply calls ""it.""","Garrison is in the final stages of developing his secret device, which he simply calls ""it"".",facebook/nllb-200-3.3b,0.8987364172935486,0.7669020295143127,0.8328192234039307
באיה!,Baya!,- I'm not going anywhere.,facebook/nllb-200-3.3b,0.4604993760585785,0.23072457313537598,0.34561197459697723
משהו לא בסדר?,Is something wrong?,- Is something wrong? - No.,facebook/nllb-200-3.3b,0.877389132976532,0.8320764899253845,0.8547328114509583
"בשנת 1876 הוציא לאור קובץ של כל המאמרים שכתב ל""לה פרסבראנצה"", שהוכתר בשם Musica e musicisti: critiche, biografie ed escursioni.","In 1876 he published a collection of all the articles he had written for ""La perseveranza"", under the title ""Musica e musicisti: critiche, biografie ed escursioni"".","In 1876 he published a collection of all the articles he had written for La Presa, entitled Musica e musicisti: critiche, biografie ed escursioni.",facebook/nllb-200-3.3b,0.8772168755531311,0.7366728186607361,0.8069448471069336
מדוע שאכעס עליך?,- Why would I be mad at you?,Why would I be mad at you?,facebook/nllb-200-3.3b,0.9719153046607971,0.953001081943512,0.9624581933021545
ואני הייתי יכול להיות ממש בר מזל,And I would be a very... lucky man.,And I could have been really lucky.,facebook/nllb-200-3.3b,0.8254751563072205,0.7623507380485535,0.793912947177887
רק כמה דברים משעממים על החיים בפירנצה.,Just some boring stuff about living in Florence.,Just a few boring things about living in Florence.,facebook/nllb-200-3.3b,0.9262570738792419,0.8489933609962463,0.8876252174377441
שבו.,Sit down.,Have a seat.,facebook/nllb-200-3.3b,0.5901710391044617,0.4976733922958374,0.5439222157001495
ראיתי אותו נפצע.,I saw him wounded.,I saw him get hurt.,facebook/nllb-200-3.3b,0.9001341462135315,0.7535642385482788,0.8268491923809052
האם אתה יכול לקחת אותי בחזרה לMeereen?,Can you take me back to Meereen?,Can you take me back to Meereen?,facebook/nllb-200-3.3b,0.9809519052505493,0.9865997433662415,0.9837758243083954
-אז היה לכם עוד זמן.,- Obviously you had more time.,- So you had more time.,facebook/nllb-200-3.3b,0.8636366724967957,0.8725963234901428,0.8681164979934692
"אני מרגיש שאני עומד להקיא, אחי.","I feel like I'm gonna throw up, man.","I feel like I'm gonna throw up, man.",facebook/nllb-200-3.3b,0.98238605260849,0.9734982252120972,0.9779421389102936
"תודה לך, ארין.","Thank you, Erin.","Thank you, Erin.",facebook/nllb-200-3.3b,0.9886474013328552,0.9588077664375305,0.9737275838851929
"הרגע יירטתי דואר אלקטרוני, כנראה דואר זבל.","Okay, I just intercepted an e-mail, probably spam.","I just intercepted an e-mail, probably spam.",facebook/nllb-200-3.3b,0.9285686612129211,0.8816878795623779,0.9051282703876495
זה לווייתן.,It's a Leviathan.,It's a whale.,facebook/nllb-200-3.3b,0.48458799719810486,0.4677165746688843,0.47615228593349457
"טוב, בסדר.",All right. Okay.,"Okay, all right.",facebook/nllb-200-3.3b,0.9756348133087158,0.8544653058052063,0.9150500595569611
-כן כן.,- Yup yup.,"- Yes, you are.",facebook/nllb-200-3.3b,0.7397572994232178,0.588871419429779,0.6643143594264984
"-העמד אותה, חסום אותה! הניחו אותה וזהו.",Barricade the thing!,"- Put her down, block her out!",facebook/nllb-200-3.3b,0.5650591254234314,0.34674111008644104,0.4559001177549362
"לא הוזמנת, קלי.","You weren't invited, Kel.","You were not invited, Kelly.",facebook/nllb-200-3.3b,0.9460188150405884,0.8039029836654663,0.8749608993530273
"ההגעתך המהירה הצילה אותי, בזמן שאתה עודדת את האדם המשוגע הזה להמר עם חיי.","Your prompt arrival saved me, while you encouraged that madman to gamble with my life.","Your swift arrival saved me, while you encouraged this crazy man to gamble with my life.",facebook/nllb-200-3.3b,0.9245169758796692,0.8138232231140137,0.8691700994968414
היא ישנה והיא רוצה להשאר ללילה.,She's sleeping and she wants to stay the night.,She's asleep and she wants to stay the night.,facebook/nllb-200-3.3b,0.9303736090660095,0.8370186686515808,0.8836961388587952
הבוס שלי.,My own boss.,My boss.,facebook/nllb-200-3.3b,0.8663931488990784,0.7879438996315002,0.8271685242652893
"בכל פעם אני אתן לך את, אתה מקבל משהו טיפשי.","Every time I let you out, you get something stupid.","Every time I give you out, you get something stupid.",facebook/nllb-200-3.3b,0.8350537419319153,0.7735955715179443,0.8043246567249298
"זה מאוחר מדי עבור התכנית שלך, ריי.","It's too late for your plan, Ray.","It's too late for your plan, Ray.",facebook/nllb-200-3.3b,0.9709283709526062,1.0108377933502197,0.990883082151413
"אין לי שום סיבה לתבוע אותך, קולין,אבלאתהחייבללכת .","I don't have a reason to carry this on, Colin, but you've got to go.","I have no reason to sue you, Colin, but you have to go.",facebook/nllb-200-3.3b,0.8139019012451172,0.593970000743866,0.7039359509944916
-קרוליין.,- Carolyn.,"- Caroline, what is it?",facebook/nllb-200-3.3b,0.5947047472000122,0.4877937436103821,0.5412492454051971
אתה מכיר את שואיב גאנסארי?,Do you know Shoaib Ghansari?,Do you know Shoeb Gansari?,facebook/nllb-200-3.3b,0.939258873462677,0.8566365838050842,0.8979477286338806
עשית את זה עבור הרעלה.,You did it for the veil.,You did it for the poison.,facebook/nllb-200-3.3b,0.6758737564086914,0.3271663188934326,0.501520037651062
"עוד מידע, סטפני.","More input, Stephanie.","More on that, Stephanie.",facebook/nllb-200-3.3b,0.8736275434494019,0.7101538777351379,0.7918907105922699
ובחרת בך!,- And you chose you!,And she chose you!,facebook/nllb-200-3.3b,0.9309703707695007,0.5428957939147949,0.7369330823421478
& הוסף שפה,Run,&amp; added language,facebook/nllb-200-3.3b,0.40638262033462524,0.016828373074531555,0.2116054967045784
הבדיקה הבליסטית מאשרת שהאקדח שמצאנו בדירה של ג'רמי זה אותו אקדח ששימש להרוג את פינק.,"So ballistics confirmed that the gun found in Jeremy's apartment was the same one that was used to kill Fink, and we just to need to know",Ballistics confirm that the gun we found in Jeremy's apartment is the same gun that was used to kill Fink.,facebook/nllb-200-3.3b,0.8429545164108276,0.6803820729255676,0.7616682946681976
"בלעדינו, היית נמצא בהרבה צרות עכשיו.","If it wasn't for us, you'd be in a lot more trouble right now.","Without us, you'd be in a lot of trouble right now.",facebook/nllb-200-3.3b,0.8908880352973938,0.8040971755981445,0.8474926054477692
"ג'נה ניסתה לחבק אותי, תעשי לי טובה.",Jenna's trying to put her arm around me. Give me a break.,Jenna tried to hug me. Do me a favor.,facebook/nllb-200-3.3b,0.7367483377456665,0.5123042464256287,0.6245262920856476
זה במים מתחת למזח.,It's in the water under the pier.,It's in the water under the dock.,facebook/nllb-200-3.3b,0.9032043218612671,0.7972291111946106,0.8502167165279388
יום נישואים שמח.,Happy anniversary.,Happy wedding day.,facebook/nllb-200-3.3b,0.8230159878730774,0.6095704436302185,0.716293215751648
אתה מוכן?,Are you ready?,- You ready? - Yes.,facebook/nllb-200-3.3b,0.8520475625991821,0.7540336847305298,0.803040623664856
"ביתור ע""י כלי רכב, ולשפוט על פי סימני הסטייה מהמסלול האלו,","Wow, dismemberment by vehicle, And--And judging by those yaw marks,","A vehicle derailment, and judging by these deviation marks from the tracks,",facebook/nllb-200-3.3b,0.6049932241439819,0.4686581492424011,0.5368256866931915
-בהצלחה!,- Good luck!,- Good luck with that.,facebook/nllb-200-3.3b,0.891751229763031,0.7480143308639526,0.8198827803134918
"ברצינות, מישהו ישים את המוזיקה העצובה, יפתח את השרדונה, ואנו כולנו נגיע לגיל 30, למה לא?","Seriously, somebody cue the sad music, break out the Chardonnay, and can we all just turn 30, why don't we?","Seriously, someone's gonna put on the sad music, open the closet, and we're all gonna be 30 years old. Why not?",facebook/nllb-200-3.3b,0.6378652453422546,0.5388204455375671,0.5883428454399109
אני עוקבת אחרי המינון שלך.,I'll keep track of your dosage.,I'm keeping track of your dosage.,facebook/nllb-200-3.3b,0.9422356486320496,0.8430044651031494,0.8926200568675995
"אני מצטערת, אני מצטערת.",You're gonna be in big trouble in you don't.,I'm sorry. I was just...,facebook/nllb-200-3.3b,0.5141364336013794,0.273047536611557,0.3935919851064682
"נופפי, תגידי שלום.",MAN: Hi. HANDSOME:,Wave and say hello.,facebook/nllb-200-3.3b,0.5151006579399109,0.28688645362854004,0.40099355578422546
למקומות.,(girls giggling),In your places.,facebook/nllb-200-3.3b,0.34512197971343994,0.11100786924362183,0.22806492447853088
"יש לי תאריך יעד להגשה ובכנות, לא אכלתי מספיק.","And, honestly, I didn't have enough dinner.","I have a deadline and frankly, I haven't eaten enough.",facebook/nllb-200-3.3b,0.7520250678062439,0.4839356541633606,0.6179803609848022
עכשיו תצאו מכאן.,Now get out of here.,Now get out of here.,facebook/nllb-200-3.3b,0.9853009581565857,0.9633331894874573,0.9743170738220215
אתה רק מנסה להפחיד אותי.,You're just trying to scare me.,You're just trying to scare me.,facebook/nllb-200-3.3b,0.9808054566383362,1.0249650478363037,1.00288525223732
מפוקסת מאוד.,"- Very focused, huh?",Very focused.,facebook/nllb-200-3.3b,0.8315133452415466,0.7955297827720642,0.8135215640068054
"הוא הרגע אמר ""כושון""!","He just said ""nigger""!","He just said ""spoon""!",facebook/nllb-200-3.3b,0.7425650954246521,0.3859385848045349,0.5642518401145935
לכן אני לא מוכר.,So I'm not known.,That's why I'm not selling.,facebook/nllb-200-3.3b,0.6514661908149719,0.3473333716392517,0.4993997812271118
שאבי רצה בן.,That my father wanted a boy.,My father wanted a son.,facebook/nllb-200-3.3b,0.9009040594100952,0.7698758244514465,0.8353899419307709
- G חלקים. זה יהיה כאן עד סוף השבוע.,It'll be here by the end of the week.,It'll be here by the end of the week.,facebook/nllb-200-3.3b,0.9673691987991333,0.9779579043388367,0.972663551568985
תגידי שלום ל... ג'ורג.,"Say ""hi"" to... George.",Say hello to your... George.,facebook/nllb-200-3.3b,0.8343045115470886,0.7496052384376526,0.7919548749923706
"לא, לא.","No, no.","No, no, no. I was just...",facebook/nllb-200-3.3b,0.789546549320221,0.5388593673706055,0.6642029583454132
היא היתה מסתובבת כאן.,She used to hang out here.,She used to hang out here.,facebook/nllb-200-3.3b,0.9864112734794617,0.9751527309417725,0.9807820022106171
אתה אידיוט מזויין.,You're a fucking dork.,You are a fucking idiot.,facebook/nllb-200-3.3b,0.9553608298301697,0.7912672162055969,0.8733140230178833
יכולת פשוט לנסוע ולנטוש אותי.,You could have just driven away and forsaken me.,You could have just gone and left me.,facebook/nllb-200-3.3b,0.8602350354194641,0.7825208306312561,0.8213779330253601
"ובכן, אחד מכם השתמש בי, וזה לא היה הוא.","Well, one of you used me, and it wasn't him.","Well, one of you used me, and it wasn't him.",facebook/nllb-200-3.3b,0.9581886529922485,0.9725021123886108,0.9653453826904297
"אני רוצה שנביט זה לזו בעיניים, ושנשים את הקלפים על השולחן, ושפשוט... נקשיב, בלי לשפוט.","I want us to look each other in the eye, and I want us to get it out on the table, and we just, you know, we listen, and there's no judgment.","I want us to look each other in the eye, and put our cards on the table, and just... listen, no judgment.",facebook/nllb-200-3.3b,0.8082265257835388,0.6725354790687561,0.7403810024261475
"-כן, היי.","Oh, yeah, hey.","- Yeah, hey, you know what?",facebook/nllb-200-3.3b,0.8155801892280579,0.7109760046005249,0.7632780969142914
"רונדה, אלינור, חכו לי.","Hey, Rhonda. Eleanor.","Rhonda, Eleanor, wait for me.",facebook/nllb-200-3.3b,0.8006212115287781,0.4545777440071106,0.6275994777679443
"אתה מתכוון שאני נשמע כמו הבחור הזה, ולא חשוב מה אני מדבר?","You mean I sound like this guy, no matter what I talk like?","You mean I sound like this guy, no matter what I'm talking about?",facebook/nllb-200-3.3b,0.9306212067604065,0.863868236541748,0.8972447216510773
"זה שקר, אתה יודע משהו!",That's a lie. You know something!,"That's a lie, you know something!",facebook/nllb-200-3.3b,0.9557896852493286,0.8576342463493347,0.9067119657993317
שלוש בצהריים.,Three o'clock.,Three o'clock in the afternoon.,facebook/nllb-200-3.3b,0.8995365500450134,0.6574088335037231,0.7784726917743683
אתם מוכנים להיפגש איתנו?,Are you willing to meet with us?,Are you ready to meet us?,facebook/nllb-200-3.3b,0.9252595901489258,0.8367992043495178,0.8810293972492218
"אנא, תני לי עוד קצת זמן?","Please, just give me a little more time?","Please, just give me a little more time?",facebook/nllb-200-3.3b,0.9806755781173706,1.0050303936004639,0.9928529858589172
הוא לקח אותך אליו.,He took you right to him.,He took you to him.,facebook/nllb-200-3.3b,0.8942633867263794,0.7430866956710815,0.8186750411987305
אולי יש שם רמזים.,Could be some clues.,Maybe there are clues.,facebook/nllb-200-3.3b,0.9421859979629517,0.8383353352546692,0.8902606666088104
"טוב, אתה שקרן.",Do you count cards? Should we go to Vegas?,"Well, you are a liar.",facebook/nllb-200-3.3b,0.40582966804504395,0.21251840889453888,0.3091740384697914
כמה מאכזב.,How disappointing.,How disappointing.,facebook/nllb-200-3.3b,0.983285129070282,0.9786142110824585,0.9809496700763702
-אני באמת שחקנית גדולה .,- I am a great actress.,- I'm a really great actress.,facebook/nllb-200-3.3b,0.9473074674606323,0.8338678479194641,0.8905876576900482
אבל אני חושבת שזה הפחיד אותו יותר ממה שזה עזר לו לא חייבים ללחוץ לטפל בזה מהר,But i-i-i think that scared him More than helped him. There doesn't have to be a rush To deal with this.,But I think it scared him more than it helped him.,facebook/nllb-200-3.3b,0.7497641444206238,0.5783353447914124,0.6640497446060181
תוך חמש דקות כבר מכסים אותו באדמה שחפר.,In another five minutes he's being covered over with the earth he dug out.,"In five minutes, it's covered in dirt he dug up.",facebook/nllb-200-3.3b,0.7690960168838501,0.6383934617042542,0.7037447392940521
וראיתי שהיה לו אקדח.,And I saw he had a gun.,And I saw he had a gun.,facebook/nllb-200-3.3b,0.9765470027923584,0.9707660675048828,0.9736565351486206
מה יש לך?,What's wrong with you?,What's the matter with you?,facebook/nllb-200-3.3b,0.877713143825531,0.8199110627174377,0.8488121032714844
קבענו את הפגישה הזאת לפני כמה שבועות.,We scheduled this appointment weeks ago.,We set this meeting up a few weeks ago.,facebook/nllb-200-3.3b,0.8292174935340881,0.8019678592681885,0.8155926764011383
הניחו את הנשק וזוזו אחורה עכשיו!,Drop the weapons and back down now!,Put down your weapons and move back now!,facebook/nllb-200-3.3b,0.9205898642539978,0.7577196955680847,0.8391547799110413
-כן. ג'ולייט מצאה אותך ב-1: 38 בלילה.,Juliette found you at 1:38 a. m.,Juliette found you at 1:38 a.m.,facebook/nllb-200-3.3b,0.9641726613044739,0.8997841477394104,0.9319784045219421
ואת ערה.,And you're awake.,And you are awake.,facebook/nllb-200-3.3b,0.9041774868965149,0.8575572967529297,0.8808673918247223
"הי, טוני!","Hey, Tony!",- What are you doing?,facebook/nllb-200-3.3b,0.6143640875816345,0.3176940679550171,0.4660290777683258
"אה, אני אהיה מהפנים שלך בקרוב.","Oh, I'll be out of your face soon enough.","Oh, I'll be out of your face soon.",facebook/nllb-200-3.3b,0.9175512790679932,0.8648602366447449,0.891205757856369
-ספרי לי על זה .,-Tell me about it.,- Tell me about it.,facebook/nllb-200-3.3b,0.9542080760002136,0.9536166191101074,0.9539123475551605
"תשמעו, כל בנות גלאקסי.","Listen up, all you Galaxy girls.","Listen, all you daughters of the galaxy.",facebook/nllb-200-3.3b,0.7697740197181702,0.6297076940536499,0.69974085688591
"אתה תפגוש אותה מחר, היא מביאה את המטוס.","You'll meet her tomorrow, she's bringing the plane.",You'll meet her tomorrow. She's bringing the plane.,facebook/nllb-200-3.3b,0.9492713809013367,0.898709774017334,0.9239905774593353
כמו מערכת יחסים סימביוטית.,Like a symbiotic relationship.,It's like a symbiotic relationship.,facebook/nllb-200-3.3b,0.9358968138694763,0.8241590857505798,0.8800279498100281
"כן, אדוני.","Yes, sir.","- Yes, sir. - What is it?",facebook/nllb-200-3.3b,0.7945315837860107,0.6633649468421936,0.7289482653141022
חשבתי שאת אילמת.,I thought you were a mute!,I thought you were mute.,facebook/nllb-200-3.3b,0.9389718770980835,0.820280134677887,0.8796260058879852
"ובואי נגיד, לצורך הדיון, שהוא היה חייב לי הרבה.",And let's say for the sake of argument that he owed me a lot.,"And let's just say, for the record, he owed me a lot.",facebook/nllb-200-3.3b,0.8629282116889954,0.7859864234924316,0.8244573175907135
-חשבתי שהיא תהיה שונה .,- I thought she'd be different.,- I thought she'd be different.,facebook/nllb-200-3.3b,0.9844326376914978,0.9778650403022766,0.9811488389968872
"אם המתנקש הפליל את ריד בתור פעולת הסחה, זאת אומרת שאנחנו מחזיקים באדם הלא נכון",If the assassin framed Reed to create a diversio that means we have the wrong person in custody.,"If the assassin framed Reid as a diversion, that means we're holding the wrong person.",facebook/nllb-200-3.3b,0.8010761141777039,0.6659101247787476,0.7334931194782257
אני מצטערת על אופן ה... אתה בטח...,"Ah, sorry about the way I am... - You must be...",I'm sorry about the way I... You must be...,facebook/nllb-200-3.3b,0.8246641755104065,0.6897544264793396,0.757209300994873
"סה""כ.",Total.,That's all.,facebook/nllb-200-3.3b,0.6875478625297546,0.47472190856933594,0.5811348855495453
קרלי?,Carly?,Carly?,facebook/nllb-200-3.3b,0.9883697628974915,0.9861444234848022,0.9872570931911469
קארל.,Carl.,- What?,facebook/nllb-200-3.3b,0.5972223877906799,0.035877928137779236,0.3165501579642296
תוכל לסמוך עליה.,You can count on her.,You can trust her.,facebook/nllb-200-3.3b,0.8995201587677002,0.7749151587486267,0.8372176587581635
-גם לך.,"You, too.",- You too.,facebook/nllb-200-3.3b,0.8823065161705017,0.9209280610084534,0.9016172885894775
השתגעתי כאן?,Am I nuts here?,Am I going crazy here?,facebook/nllb-200-3.3b,0.9015346169471741,0.7740042805671692,0.8377694487571716
אז... זו היתה עבודה טובה?,So it was a good job?,So... was it a good job?,facebook/nllb-200-3.3b,0.9632582664489746,0.85678631067276,0.9100222885608673
אני מבין.,I understand.,I see.,facebook/nllb-200-3.3b,0.7170429825782776,0.5997074842453003,0.6583752334117889
דיברתי עם סלואן.,I talked to Sloane.,I talked to Sloan.,facebook/nllb-200-3.3b,0.9413666129112244,0.7967416644096375,0.8690541386604309
היו בטוחים שאקח הכל לתשומת לבי.,Be assured that I will take it all under advisement.,Be assured I'll take all of this into account.,facebook/nllb-200-3.3b,0.7982539534568787,0.7765769362449646,0.7874154448509216
אני שמח שחזרתם.,Glad you guys are back.,I'm glad you came back.,facebook/nllb-200-3.3b,0.849442183971405,0.7568278908729553,0.8031350374221802
הוא בדרך למטה שם.,He's way down there.,He's on his way down there.,facebook/nllb-200-3.3b,0.8471292853355408,0.7874833941459656,0.8173063397407532
למה הוא עונד משקפי מגן?,Why is he wearing safety glasses?,Why is he wearing goggles?,facebook/nllb-200-3.3b,0.8846388459205627,0.5878586173057556,0.7362487316131592
"קייל, זה רציני.","Kyle, this is serious.","Kyle, this is serious.",facebook/nllb-200-3.3b,0.9872755408287048,0.9829072952270508,0.9850914180278778
"אם העניין הזה היה סוטה הצידה, לא רציתי שזה יקושר אלינו.","If this thing went sideways, I didn't want it to connect back to us.","If this thing was a sideways thing, I didn't want it to be connected to us.",facebook/nllb-200-3.3b,0.804279625415802,0.720504641532898,0.76239213347435
- רק תן לו ללכת.,- Just let it go.,- Just let him go.,facebook/nllb-200-3.3b,0.9345014691352844,0.6581417322158813,0.7963216006755829
"כמה זה גדול, אבא?","How big Is It, Dad?","How big is it, Dad?",facebook/nllb-200-3.3b,0.9709661602973938,0.8940374255180359,0.9325017929077148
"כמעט... פיטר, אינך אחראי למשהו שיכול היה לקרות.","I almost- Peter, you're not responsible for something that might have happened.","Almost... Peter, you're not responsible for anything that could have happened.",facebook/nllb-200-3.3b,0.8901841044425964,0.7758756875991821,0.8330298960208893
"זה בסדר, חמוד.","It's okay, sweetie.","It's all right, honey.",facebook/nllb-200-3.3b,0.915847897529602,0.7606871128082275,0.8382675051689148
"לילהטוב,ג' יימי.","- Good night, jamie.","Good night, Jimmy.",facebook/nllb-200-3.3b,0.8587157130241394,0.7759686708450317,0.8173421919345856
אבל הוא בן כמה מיליארדי שנים.,Technology light-years beyond our own.,But it's a few billion years old.,facebook/nllb-200-3.3b,0.48219260573387146,0.38234925270080566,0.43227092921733856
לא הרבה הרבה פחות כל אחד עם הטראומות שלו טוב אני הולכת.,"- No. Younger, very younger. - Everyone has is own problems.","Not much much less each with his own traumas. Well, I'm going.",facebook/nllb-200-3.3b,0.576417863368988,0.35436779260635376,0.4653928279876709
את רוצה שוקו חם?,So... want to get some hot chocolate?,Do you want some hot chocolate?,facebook/nllb-200-3.3b,0.9319108724594116,0.8011415004730225,0.866526186466217
קנדיס וג'ני נדחסות עם כל המצופים בפנים.,?,Candace and Jenny are squeezed in with all the viewers inside.,facebook/nllb-200-3.3b,0.32845181226730347,0.07355131953954697,0.20100156590342522
לשטן יש צחוק הומור.,Satan has a sense of humor.,The devil has a sense of humor.,facebook/nllb-200-3.3b,0.871279776096344,0.7352600693702698,0.8032699227333069
עוד משפחה מספרינגפילד עברה לדטרויט כדי לחיות טוב יותר.,Another Springfield family moves to Detroit to find a better life.,Another Springfield family moved to Detroit to make a better life.,facebook/nllb-200-3.3b,0.9357559084892273,0.8492844700813293,0.8925201892852783
"מייק אמר שאקינו מסר לך את שם איש הקשר שלו ב -""זוהר הצפוני"".",Mike said Aquino told you the name of his contact in Northern Lights.,Mike said that Aquino gave you the name of his contact at Northern Lights.,facebook/nllb-200-3.3b,0.8854275345802307,0.7576637864112854,0.8215456604957581
תגיד לה שזה הולך להיות בסדר.,Tell her it's gonna be okay.,Tell her it's going to be okay.,facebook/nllb-200-3.3b,0.967602550983429,0.9131004214286804,0.9403514862060547
אחר כך אני אביא את הג'ק ואשחרר את הרגל שלך אני אחזור לפה.,"After I get the jack to free your leg, I'm gonna be right back down here.",Then I'll get Jack and I'll untie your leg. I'll be back.,facebook/nllb-200-3.3b,0.6229425668716431,0.6413090229034424,0.6321257948875427
"הבחורים האלו. -היה פה רצח בשנת 1886. אחרי שהם נשרפו באש, הראשים שלהם עוצבו.","Those guys that were murdered there in 1886 - after they were gutted, their heads were arranged in the shape of a pentagram...",- There was a murder here in 1886.,facebook/nllb-200-3.3b,0.47834402322769165,0.36991429328918457,0.4241291582584381
‎פרוות כלב‎ ‎.,LOOKEE LOOK.,The dog's fur.,facebook/nllb-200-3.3b,0.33210617303848267,0.24884751439094543,0.29047684371471405
מילותיו הרגיעו את המפלצים הדו-חיים.,His words have soothed the amphibious beasts!,His words calmed the two-life monsters.,facebook/nllb-200-3.3b,0.7302011847496033,0.540044903755188,0.6351230442523956
-תפסיק.,- Stop it.,- Stop it now.,facebook/nllb-200-3.3b,0.9659345149993896,0.7807304263114929,0.8733324706554413
מה זה אומר בכלל?,What is that about?,What does that even mean?,facebook/nllb-200-3.3b,0.8857881426811218,0.704454779624939,0.7951214611530304
סרטו של איירה סאקס פריס ברוסנן כריס קופר,"# I can't give you anything but love, baby",The film by Ira Sachs Paris Brosnan Chris Cooper,facebook/nllb-200-3.3b,0.33048516511917114,0.09546422958374023,0.2129746973514557
"זו המכונית של הסוכן ווקר, גברתי, היא בתנועה. אז מיצאו אותה.","It's Agent Walker's car, Ma'am it's on the move.","That's Agent Walker's car, ma'am, and it's on the move.",facebook/nllb-200-3.3b,0.8986244797706604,0.8028854727745056,0.850754976272583
היא פשוט קוץ בתחת.,She's such a pain.,She's just a pain in the ass.,facebook/nllb-200-3.3b,0.7702105641365051,0.7198518514633179,0.7450312077999115
זה אומר שטעיתי לגבי החוסר בוויטמין בי-1.,Means I was wrong about the thiamine deficiency.,It means I was wrong about the B-1 deficiency.,facebook/nllb-200-3.3b,0.8577901721000671,0.5507870316505432,0.7042886018753052
"היא מקורית, היא הולכת לומר, כן.",She's an original. She's gotta say yes.,"She's original, she's going to say, yes.",facebook/nllb-200-3.3b,0.7849053740501404,0.7464417219161987,0.7656735479831696
"לא, לא, אני יכולה.","No, no, I can.","No, no, I can do that.",facebook/nllb-200-3.3b,0.9545590281486511,0.7838737964630127,0.8692164123058319
אני איש מפונק.,I'm a spoiled man.,I'm a spoiled man.,facebook/nllb-200-3.3b,0.9645044207572937,0.965731680393219,0.9651180505752563
איך הרגזת אותה?,What'd you do to make her mad?,How did you upset her?,facebook/nllb-200-3.3b,0.7951627373695374,0.6114263534545898,0.7032945454120636
באותה הדרך כמו חנות התכשיטים?,Same M.O.As the jewelry store?,The same way as the jewelry store?,facebook/nllb-200-3.3b,0.7264807224273682,0.7104886770248413,0.7184846997261047
"מר ריד, זאת היתה החלטה קשה.",Mr. Reed. It was a tough decision.,"Mr. Reid, this was a difficult decision.",facebook/nllb-200-3.3b,0.9308174252510071,0.8431372046470642,0.8869773149490356
