	src	mt	score
245	The industry-sponsored Insecticide Resistance Action Committee (IRAC) advises on the use of insecticides in crop protection and classifies the available compounds according to their chemical structures and mechanism of action so as to manage the risks of pesticide resistance developing.	Der von der Industrie geförderte Insecticide Resistance Action Committee (IRAC) berät bei der Verwendung von Insektiziden im Pflanzenschutz und klassifiziert die verfügbaren Verbindungen nach ihren chemischen Strukturen und Wirkungsmechanismen, um die Risiken der Entwicklung von Pestizidresistenz zu verwalten.	-11.0
246	He has also raised money for alleged aid projects including orphanages that newspaper Verdens Gang after an investigation found to be non-existent.	Er hat auch Geld für angebliche Hilfsprojekte gesammelt, darunter Waisenhäuser, die nach einer Untersuchung von der Zeitung Verdens Gang nicht existieren.	-2.0
247	Lewis Raymond Taylor (born 17 May 1990) is an Entrepreneur, Podcaster and Public speaker from Hertfordshire, United Kingdom.	Lewis Raymond Taylor (* 17. Mai 1990 in Hertfordshire) ist ein britischer Unternehmer, Podcaster und Public Speaker.	-6.0
248	Cherax woworae, the steel blue crayfish, is a species of crayfish native to Southwest Papua, a province of Indonesia.	Cherax woworae, der Stahlblaue Krebs, ist eine Art Krebs, die im Südwesten von Papua, einer Provinz von Indonesien geboren ist.	-9.0
249	Alanna Dummett was elevated into the main squad to replace the Felice Quinlan, who suffered a season-ending ankle injury.	Alanna Dummett wurde in die Hauptmannschaft aufgestellt, um Felice Quinlan zu ersetzen, die eine Saisonende Knöchelverletzung erlitten hatte.	-6.0
250	"Chris Jarvis for Left Foot Forward, however, noted that this ""thesis has been highly contentious, not least because the government of the day has shown itself to be anything but liberal on these issues""."	"Chris Jarvis von Left Foot Forward bemerkte jedoch, dass diese ""These sehr umstritten war, nicht zuletzt, weil die Regierung des Tages sich in diesen Fragen alles andere als liberal erwiesen hat""."	-6.0
251	Nick made his debut for Castres Olympique in Round 2 of the Top 14 on 10 September 2021, starting at number 6 in their win over ASM Clermont Auvergne.	Nick debütierte für Castres Olympique in Runde 2 der Top 14 am 10. September 2021, beginnend mit Nummer 6 in ihrem Sieg über ASM Clermont Auvergne.	-6.0
252	The procession chants Gaus-e-Azam Zindabad and Al Madad Peeran-e-Peer slogans in memory of Shaikh Abdul Qadir Jilani.	Die Prozession singt Gaus-e-Azam Zindabad und Al Madad Peeran-e-Peer Slogans zur Erinnerung an Shaikh Abdul Qadir Jilani.	-1.0
253	It is jointly produced by RJ of Rj Star Production and Bijou Thaangjam under the banner of Cicada Film Production.	Es wird gemeinsam von RJ von Rj Star Production und Bijou Thaangjam unter dem Banner von Cicada Film Production produziert.	-2.0
254	Research findings based on lesion network mapping have been reported in major news outlets including the New York Times, Scientific American and USA Today and the term has been included in the New England Journal of Medicine's general medical glossary.	Forschungsergebnisse auf der Grundlage von Läsionsnetzwerk-Mapping wurden in großen Nachrichtenmedien wie der New York Times, Scientific American und USA Today berichtet und der Begriff wurde im New England Journal of Medicine allgemeinen medizinischen Glossar enthalten.	-8.0
255	He attended University College Falmouth in Falmouth, Cornwall from 2012 to 2015, graduating with a bachelor's degree in film.	Von 2012 bis 2015 besuchte er das University College Falmouth in Falmouth, Cornwall und promovierte mit einem Bachelor in Film.	-15.0
256	Before the Acts of Parliament (Commencement) Act 1793 came into force on 8 April 1793, Acts passed by the Parliament of Great Britain were deemed to have come into effect on the first day of the session in which they were passed.	Bevor der Acts of Parliament (Commencement) Act 1793 am 8. April 1793 in Kraft trat, wurden Gesetze des britischen Parlaments als am ersten Tag der Sitzung, an der sie verabschiedet wurden, in Kraft getreten.	-16.0
257	Allegedly involved with the Coffee County voting data breach along with Individuals 24–30, who have all been identified via public records.	Angeblich beteiligt mit der Coffee County Abstimmungsdatenverletzung zusammen mit Individuen 24-30, die alle durch öffentliche Aufzeichnungen identifiziert wurden.	-6.0
258	Adams obtained his HBESc and MES degrees from Lakehead University in 2009 & 2011 respectively.He obtained his PhD in Environmental Science from McMaster University in 2015.	Seine HBESc- und MES-Abschlüsse erhielt er 2009 bzw. 2011 an der Lakehead University.2015 promovierte er an der McMaster University in Umweltwissenschaften.	0.0
259	The Eye was developed from the Trixy G 4-2 R. It features a single main rotor, tricycle landing gear with wheel pants, a tail caster, 2 LED landing lights and 2 LED navigation and strobe lights on the cabin sides, a 152 hp (113 kW) Trixy 912 Ti or Rotax 912ULS engine in pusher configuration, and a pedal actuated main rotor pre-rotator to reduce the takeoff roll.	Das Eye wurde aus dem Trixy G 4-2 R entwickelt.Es verfügt über einen einzigen Hauptrotor, einen Dreirad-Landeantrieb mit Radhosen, einen Schwanzkasten, 2 LED-Landleuchten und 2 LED-Navigations- und Strobe-Lichter auf den Seiten der Kabine, einen 152 PS (113 kW) Trixy 912 Ti oder Rotax 912ULS-Motor in Push-Konfiguration und einen pedallengetriebenen Hauptrotor-Pre-Rotator, um die Startrolle zu reduzieren.	-25.0
260	"Marchuk's ""Shevchenkiana"" consists of 42 paintings (out of a hundred planned), which were made in tempera (1983-1984)."	"Marchuk's ""Shevchenkiana"" besteht aus 42 Gemälden (aus einer hundert geplanten), die in Tempera (1983-1984) gemacht wurden."	-6.1
261	As the horses continued to gallop toward a wagon waiting at a railway crossing, Albert jumped for his life from the carriage.	Als die Pferde weiterhin in Richtung eines Wagen warten, um eine Eisenbahn zu überqueren, Albert sprang für sein Leben von der Karosserie.	-24.0
262	In 2011, the Hyatt Carmel Highlands was included in the Travel + Leisure list of the 500 Best Hotels in the World for that year.	Im Jahr 2011 wurde das Hyatt Carmel Highlands in die Travel + Leisure-Liste der 500 besten Hotels der Welt für dieses Jahr aufgenommen.	-1.0
263	"Marçal also point out how the notion that humans are ""rational individuals"" that came to be commonplace within economics and then spread to wider society makes social issues invisible."	"Marçal weist auch darauf hin, wie die Vorstellung, dass Menschen ""rationale Individuen"" sind, die innerhalb der Ökonomie üblich wurden und sich dann in die breitere Gesellschaft ausbreiteten, soziale Fragen unsichtbar machen."	-9.0
264	Between 2005 and 2009, he took his doctorate, focused on the psychopharmacology of the serotonin system, with David Nutt at the University of Bristol.	Zwischen 2005 und 2009 promovierte er an der University of Bristol mit David Nutt in der Psychopharmakologie des Serotoninsystems.	-1.0
265	His works are exhibited in the United States, the United Kingdom, Canada, Germany, the Netherlands, Italy, Spain, South Africa, Brazil, Mexico, Australia, New Zealand, the United Arab Emirates, Saudi Arabia, Singapore, and many others.	Seine Werke sind in den Vereinigten Staaten, Großbritannien, Kanada, Deutschland, den Niederlanden, Italien, Spanien, Südafrika, Brasilien, Mexiko, Australien, Neuseeland, den Vereinigten Arabischen Emiraten, Saudi-Arabien, Singapur und vielen anderen Ländern ausgestellt.	0.0
266	Voting lines open during the episode's livestream at 4 p.m. until 11.59 p.m., which requires an active meCONNECT account in order to vote.	Die Abstimmungslinien werden während des Live-Streams von 4 Uhr bis 11:59 Uhr geöffnet, was eine aktive meCONNECT-Konto erfordert, um zu stimmen.	-25.0
267	It is said that Chandramukhi's malicious spirit had attempted to take her revenge, and thus was contained in a room on the third floor with help from priests and sorcerers.	Es wird gesagt, dass Chandramukhis bösartiger Geist versucht hatte, ihre Rache zu nehmen, und so wurde in einem Raum im dritten Stock mit Hilfe von Priestern und Zaubern eingesperrt.	-10.0
268	Badelic was first called up to the Philippine senior team in a September training camp that culminated in a friendly 2–0 win over the Maldives and a qualifier against Uzbekistan.	Badelic wurde zum ersten Mal im September in ein Trainingslager in den Philippinen einberufen, das in einem Freundschaftsspiel mit 2:0 gegen die Malediven und einer Qualifikation gegen Usbekistan endete.	-11.0
269	He also coached for Grand Valley State, Muskegon High School, Chesaning High School, Montrose High School, Perry High School, Grand Rapids Community College, and Ferris State.	Er unterrichtete auch für die Grand Valley State, Muskegon High School, Chesaning High School, Montrose High School, Perry High School, Grand Rapids Community College und Ferris State.	-11.0
270	Fonseca was a guest on the Twitch channel of the radio station, COPE, in which he dedicated himself to analyzing the most recent Spanish political events.	Fonseca war Gast auf dem Twitch-Kanal des Radiosenders COPE, in dem er sich der Analyse der jüngsten spanischen politischen Ereignisse widmete.	-2.0
271	He came close to win the championship but took second place just behind the tournament winner, stablemate Akinoumi.	Er kam nahe, um die Meisterschaft zu gewinnen, nahm aber die zweite Stelle hinter dem Turnier-Winner, dem Stable Akinoumi.	-25.0
272	The studio is being overseen by former Entertainment One executives Olivier Dumont as president, Zev Foreman as head of film, and Gabriel Marano as head of television.	Das Studio wird von Olivier Dumont als Präsident, Zev Foreman als Leiter des Films und Gabriel Marano als Leiter des Fernsehens überwacht.	-20.0
273	East Village appears in A Complicated Kindness and All My Puny Sorrows as well as the film adaptation of All My Puny Sorrows.	East Village erscheint in A Complicated Kindness und All My Puny Sorrows sowie in der Filmadaptation von All My Puny Sorrows.	0.0
274	His highest-grossing releases came with the comedy-drama Lage Raho Munna Bhai (2006), the drama film My Name Is Khan (2010) and the romantic comedy Tanu Weds Manu: Returns (2015), all of which rank among the highest-grossing Indian films of all time.	Seine höchstgrößten Releases kam mit dem Komödie-Drama Lage Raho Munna Bhai (2006), dem Drama-Film My Name Is Khan (2010) und der romantischen Komödie Tanu Weds Manu: Returns (2015), die alle unter den höchstgrößten indischen Filmen aller Zeiten rangiert wurden.	-25.0
275	He was born in Manhattan and grew up in the house on 5 East 66th Street (the building is owned by the Lotos Club since 1947).Through his paternal ancestors Bayard Schieffelin was a descendant of John Jay, and through his maternal ancestors he was a member of the Vanderbilt family.	Er wurde in Manhattan geboren und wuchs in dem Haus auf 5 East 66th Street auf (das Gebäude ist seit 1947 im Besitz des Lotos Clubs).Durch seine väterlichen Vorfahren war Bayard Schieffelin ein Nachwuchs von John Jay, und durch seine mütterlichen Vorfahren war er Mitglied der Vanderbilt-Familie.	-6.1
276	Her work has been published on Hromadske, Focus, Deutsche Welle, BBC, Radio Liberty, The New York Times, The Telegraph, Politico, Der Spiegel, National Geographic, The Independent, The Guardian, Reuters.Since 2013, she has been working with Reuters.	Ihre Arbeiten wurden in Hromadske, Focus, Deutsche Welle, BBC, Radio Liberty, The New York Times, The Telegraph, Politico, Der Spiegel, National Geographic, The Independent, The Guardian, Reuters veröffentlicht.Seit 2013 arbeitet sie mit Reuters zusammen.	-4.0
277	He served as a Member of the Karnataka Legislative Assembly for Chikkodi-Sadalga from 1999 to 2004, representing the Janata Dal.Kattimanni died from COVID-19 aged 62 in 2021.	Er diente als Mitglied der Karnataka Legislativversammlung für Chikkodi-Sadalga von 1999 bis 2004, vertreten die Janata Dal.Kattimanni starb von COVID-19 im Alter von 62 im Jahr 2021.	-19.0
278	In addition, some stations sell and purchase programs other than TV Tokyo (due to poor maintenance of relay stations, it is very often excluded, so the frequency is small).	Darüber hinaus verkaufen und kaufen einige Sender andere Programme als TV Tokyo (durch schlechte Wartung der Relaisstationen ist es sehr oft ausgeschlossen, so dass die Frequenz ist klein).	-8.0
279	On The Line: The Richard Williams Story is a 2022 American documentary film, written and directed by Stuart McClave.	On The Line: The Richard Williams Story ist ein US-amerikanischer Dokumentarfilm von Stuart McClave aus dem Jahr 2022.	-1.0
280	"MWF promotes itself as the home of ""Aksyonovela"" – a portmanteau of the Filipino word for ""action"" and the suffix of telenovela – representing the mix of athletic wrestling action and timely, relatable storytelling that the promotion presents."	"MWF befördert sich als die Heimat von ""Aksyonovela"" - ein Portmanteau des philippinischen Wortes für ""Aktion"" und das Suffix von telenovela - die Mischung aus sportlicher Kampfhandlung und rechtzeitiger, bezeichnender Geschichtenerzählung darstellt, die die Aktion präsentiert."	-22.0
281	East Village appears in A Complicated Kindness and All My Puny Sorrows as well as the film adaptation of All My Puny Sorrows.	East Village erscheint in A Complicated Kindness und All My Puny Sorrows sowie der Filmadaptation von All My Puny Sorrows.	0.0
282	The original Samoobrona started fracturing in March 2006, when Self-Defence Social Movement (Polish: Samoobrona Ruch Społeczny) was founded and organised its first convention in Czosnów near Warsaw.	Die ursprüngliche Samoobrona begann im März 2006, als die Selbstverteidigungsbewegung (polnisch Samoobrona Ruch Społeczny) gegründet wurde und ihre erste Konferenz in Czosnów bei Warschau organisierte.	-12.0
283	Of all horses, 52 % (109/208) showed acute oral lesions in the bit area, mild in 22 % (45/208), moderate in 26 % (55/208), and severe in 4 % (9/208).	Von allen Pferden zeigten 52 % (109/208) akute orale Läsionen im Bitbereich, milde 22 % (45/208), moderate 26 % (55/208) und schwere 4 % (9/208).	-9.0
284	Allegedly involved with the Coffee County voting data breach along with Individuals 24–30, who have all been identified via public records.	Es handelt sich dabei um Personen von 24 bis 30 Jahren, die alle über öffentliche Aufzeichnungen identifiziert wurden.	-10.0
285	Instead, a statue dedicated to former-Iraqi President Saddam Hussein was erected with 37 columns, symbolizing Saddam's birth in 1937.	Stattdessen wurde eine Statue, die dem ehemaligen irakischen Präsidenten Saddam Hussein gewidmet war, mit 37 Säulen errichtet, die Saddams Geburt 1937 symbolisierten.	-1.0
286	The Bureau of Land Management manages federal lands in the United States, including the land that the project is being proposed for.	Das Bureau of Land Management verwaltet das Bundesland in den Vereinigten Staaten, einschließlich des Landes, für das das Projekt vorgeschlagen wird.	-5.0
287	They were then tied in Mandalay in September 1915, where they told the judge they had no connection to the rebellion and were only in the Kachin Hills to buy drugs.	Sie wurden dann im September 1915 in Mandalay gebunden, wo sie dem Richter sagten, dass sie keine Verbindung zum Aufstand hatten und nur in den Kachin Hills waren, um Drogen zu kaufen.	-5.0
288	The 2024 Supercars Championship (known for commercial reasons as the 2024 Repco Supercars Championship) is an upcoming motor racing series for Supercars.	Der 2024 Supercars Championship (auch bekannt als der 2024 Repco Supercars Championship) ist eine Motorsport-Serie für Supercars.	-16.0
289	In the near future, a family buys an autonomous domestic robot without knowing it is a secret unit powered by human-like artificial intelligence.	In naher Zukunft kauft eine Familie einen autonomen Roboter ohne zu wissen, dass er eine geheime Einheit ist, die von menschlich ähnlicher künstlicher Intelligenz gefördert wird.	-11.0
290	The executive committee of the IAWS consists of the officers of the Academy (president, vice-president, secretary, treasurer, and immediate past president), the bulletin editor, and the chair of the board.	Der Exekutivkomitee der IAWS besteht aus den Offizieren der Akademie (Präsident, Vizepräsident, Sekretär, Schatzmeister und unmittelbarer ehemaliger Präsident), dem Bulletin-Editor und dem Vorsitzenden des Vorstands.	-8.0
291	This is a list of songs that reached the top 10 on the Billboard Mainstream Top 40 (or Pop Airplay) chart in 2000.	Dies ist eine Liste von Songs, die die Top 10 auf der Billboard Mainstream Top 40 (oder Pop Airplay) Chart im Jahr 2000 erreichten.	-3.0
292	The procession chants Gaus-e-Azam Zindabad and Al Madad Peeran-e-Peer slogans in memory of Shaikh Abdul Qadir Jilani.	Die Prozession singt Gaus-e-Azam Zindabad und Al Madad Peeran-e-Peer Slogans in Erinnerung an Shaikh Abdul Qadir Jilani.	-2.0
293	Thanks to the development of remote sensing technology (and also due to deforestation), it has been possible to document the pre-Columbian period's extensive agricultural infrastructure.	Dank der Entwicklung der Entfernungstechnologie (und auch aufgrund der Entwaldung) ist es möglich, die umfangreiche landwirtschaftliche Infrastruktur der vorkolumbianischen Periode zu dokumentieren.	-5.0
294	HumanIPO is now used by creators, entrepreneurs, venture capitalists, YouTube creators, writers, musicians, and professional athletes.	HumanIPO wird jetzt von Schöpfern, Unternehmern, Venture-Kapitalisten, YouTube-Schöpfer, Schriftsteller, Musiker und professionellen Athleten verwendet.	-14.0
295	This was followed by another at 9.30 am, so violent that it took out the dam made of earth and trays, as well as the entire roof of the building.	Dann folgte ein weiterer, um 9.30 Uhr, so heftig, dass er den aus Erde und Tabletten gefertigten Damm sowie das gesamte Dach des Gebäudes herauszog.	-16.0
296	This is a roster of buses currently and previously operated by Memphis Area Transit Authority in Memphis, Tennessee.	Dies ist eine Liste von Bussen, die derzeit und früher von der Memphis Area Transit Authority in Memphis, Tennessee, betrieben werden.	-1.0
297	Their business model was based on the idea of economic self-sufficiency made popular by black leaders Booker T. Washington and W.E.B.	Ihr Geschäftsmodell basierte auf der Idee der wirtschaftlichen Selbstzufriedenheit, die von den schwarzen Führern Booker T. Washington und W.E.B. beliebt wurde.	-15.0
298	They were then tied in Mandalay in September 1915, where they told the judge they had no connection to the rebellion and were only in the Kachin Hills to buy drugs.	Sie wurden dann im September 1915 in Mandalay gebunden, wo sie dem Richter erzählten, dass sie keine Verbindung mit der Rebellion hatten und nur in den Kachin-Hillen waren, um Drogen zu kaufen.	-11.0
299	The team is part of the Gold Coast Titans club and plays in the National Rugby League Women's Premiership (NRLW), Australia's premier club competition for women.	Das Team ist Teil des Clubs Gold Coast Titans und spielt in der National Rugby League Women's Premiership (NRLW), Australiens führenden Clubwettbewerb für Frauen.	-1.0
300	Due to a vessel change, on 3 October 2005, Fivla was relegated to the fleet relief vessel, which she still operates as today.	Aufgrund eines Schiffwechsels wurde Fivla am 3. Oktober 2005 auf das Hilfsschiff der Flotte relegiert, das sie bis heute betreibt.	-4.0
301	elranatamab is indicated for the treatment of adults with relapsed or refractory multiple myeloma who have received at least four prior lines of therapy, including a proteasome inhibitor, an immunomodulatory agent, and an anti-CD38 monoclonal antibody.Elranatamab is an investigational, off-the-shelf, humanized BCMA CD3-targeted BsAb.	elranatamab wird für die Behandlung von Erwachsenen mit wiederauftretendem oder widerstandsfähigem Multiple-Myelom indikiert, die mindestens vier vorangegangene Therapielinien erhalten haben, einschließlich eines Proteasom-Inhibitors, eines Immunmodulators und eines anti-CD38 monoklonalen Antikörpers.Elranatamab ist ein wissenschaftliches, auf dem Markt erhältliches, humanisiertes BCMA CD3-targeted BsAb.	-24.0
302	This unique source was taken up by Guillaume Paradin in his Mémoires de l'Histoire de Lyon (1573), and subsequently passed on by Lyon historians.	Diese einzigartige Quelle wurde von Guillaume Paradin in seinen Mémoires de l'Histoire de Lyon (1573) erfasst und danach von Lyon Historikern übernommen.	-7.0
303	Rama in this temple is also known as Pattabhiramar and is in seated position on a throne with Seethalakshmi Devi.	Rama in diesem Tempel ist auch bekannt als Pattaḳamar und sitzt auf einem Thron mit Seethalakshmi Devi.	-11.0
304	Yes, you can listen to The Lost Frequency as a nostalgia trip with an ear thinking about some of the bands in the past.	Ja, Sie können The Lost Frequency als Nostalgiereise mit einem Ohr hören, der über einige der Bands in der Vergangenheit nachdenkt.	-3.0
305	He has also worked for the Christian magazine Bladet Evangelisten.In 2022 he started a new Christian television station TV 12 Bedehuskanalen.	Er hat auch für die christliche Zeitschrift Bladet Evangelisten gearbeitet.In 2022 gründete er eine neue christliche Fernsehsendung TV 12 Bedehuskanalen.	-5.0
306	The fossil specimen of the peculiar animal, Cuvier observed, contained nine teeth leading from the last three-pointed molar to the lateral incisors.	Das fossile Muster des besonderen Tieres, Cuvier beobachtete, enthielt neun Zähne, die von der letzten dreistündigen Molare bis hin zu den Seiteninsen führen.	-25.0
307	Ercan Osmani (Albanian: Erxhan Osmani; born August 4, 1998) is a Turkish professional basketball player of Albanian descent for Anadolu Efes of the Turkish Basketbol Süper Ligi and the EuroLeague.	Ercan Osmani (albanisch Erxhan Osmani; * 4. August 1998) ist ein türkischer Basketballspieler albanischer Abstammung.	-6.0
308	Iza stated that the tour for her second studio album starts with a show at the first edition of The Town festival, on September 10th.	Iza erklärte, dass die Tour für ihr zweites Studioalbum mit einer Show an der ersten Ausgabe des The Town Festivals am 10. September beginnt.	-7.0
309	In December 2022, The Free Press published information about the Twitter Files after Twitter CEO Elon Musk provided Weiss with access to records of Twitter's internal communications.	Im Dezember 2022 veröffentlichte The Free Press Informationen über die Twitter-Dateien, nachdem Twitter-CEO Elon Musk Weiss Zugang zu Aufzeichnungen der internen Kommunikation von Twitter gewährte.	-5.0
310	The expansion of the Velasco building and the remodeling of the third level of the shopping center were being designed by the designers Méndez, Brunner & Asociados.	Die Erweiterung des Gebäudes Velasco und die Umgestaltung der dritten Etage des Einkaufszentrums wurden von den Designern Méndez, Brunner & Asociados entworfen.	-1.0
311	Since Watkins Glen International is a road course, the qualifying system is a two group system, with two rounds.	Da Watkins Glen International ein Straßenkurs ist, ist das Qualifikationssystem ein Zwei-Gruppen-System, mit zwei Runden.	-2.0
312	It was still classed as such in the County Development Plan 2022-2028 in which Natural Heritage Areas (NHAs) were specified as being:	Es wurde immer noch als solches in dem County Development Plan 2022-2028 eingestuft, in dem Naturerbegebiete (NHAs) als:	-1.0
313	14 June – South African soldiers invade Botswana and attack the headquarters of a South African anti-apartheid group in Gabarone.	14. Juni: Südafrikanische Soldaten in Botswana angreifen und das Hauptquartier einer südafrikanischen Anti-Apartheid-Gruppe in Gabarone angreifen.	-25.0
314	On October 1, 1983, TV Bagé, along with other RBS TV stations in Rio Grande do Sul and Santa Catarina, was renamed RBS TV Bagé.	Am 1. Oktober 1983 wurde TV Bagé zusammen mit anderen RBS-Fernsehsendungen in Rio Grande do Sul und Santa Catarina in RBS TV Bagé umbenannt.	-5.0
315	This is a list of songs that reached the top 10 on the Billboard Mainstream Top 40 (or Pop Airplay) chart in 2000.	Dies ist eine Liste der Songs, die die Top 10 auf der Billboard Mainstream Top 40 (oder Pop Airplay) Chart im Jahr 2000 erreicht haben.	-4.0
316	In February 2021, in reaction to the release of her track, “everybody knows”, Earmilk wrote, “Storme is able to define true-to-genre R&B while still exploring unconventional and uncomfortable topics.” In March 2023, Billboard wrote of her song, “Painkillers”, “the track’s sparse instrumentals — gossamer-like synth, thumping beats and delicate piano — complements her soft vocal delivery.” In April 2023, Storme released “Alt Disco”, which Swidlife praised for its risk-taking and unexpected melding of genres.	Im Februar 2021 schrieb Earmilk in Reaktion auf die Veröffentlichung ihres Tracks „everybody knows“, „Storme ist in der Lage, true-to-genre R&B zu definieren, während sie noch ungewöhnliche und unangenehme Themen erforschen.“ Im März 2023 schrieb Billboard über ihre Song „Painkillers“, „die scharfen Instrumentale des Tracks – Gossamer-ähnliche Synthese, Schlagzeug beats und zartes Klavier – ergänzen ihre weiche Gesangsgabe.“ Im April 2023 veröffentlichte Storme „Alt Disco“, die Swidlife für ihre riskante und unerwartete Verschmelzung der Genres lobte.	-25.0
317	On May 12, 2023, the Detroit Lions signed Gilmore to a three-year, $2.71 million contract as an undrafted free agent.	Am 12. Mai 2023 unterschrieb die Detroit Lions Gilmore einen dreijährigen, 2.71 Millionen US-Dollar-Vertrag als freier Agent.	-17.0
318	In the final, Hasa created yet another goal with a pinpoint left-footed cross which Michael Kayode headed in for the game's key moment.	In der Finale schaffte Hasa noch ein weiteres Ziel mit einem linken Kreuz, in dem Michael Kayode für den Schlüsselpunkt des Spiels angeführt wurde.	-25.0
319	The Defence Board may; (a) regulate its operations, how it will carry out its duties, and the responsibilities of its members; (b) delegate any powers or responsibilities of the Board to any member of the Board by notice published in the Official Gazette; (c) consult with any non-members it deems appropriate, including officers commanding units of the Force, on matters pertaining to their units, and the officers shall attend such consultations.	Der Verteidigungsrat kann: a) seine Tätigkeiten regeln, wie er seine Pflichten und die Verantwortlichkeiten seiner Mitglieder ausführen wird; b) jegliche Befugnisse oder Verantwortlichkeiten des Vorstands an jedes Mitglied des Vorstands durch eine Mitteilung, die im Amtsblatt veröffentlicht wird, übertragen; c) Konsultationen mit allen Nichtmitgliedern, die es für angemessen halten, einschließlich Offiziere, die Einheiten der Streitkräfte befehlen, über Angelegenheiten, die sich auf ihre Einheiten beziehen, und die Offiziere nehmen an solchen Konsultationen teil.	-8.1
320	The character, a globetrotting secret agent, first appeared in the girls' anthology title Tina on 25 February 1967, drawn by Mike Hubbard.	Am 25. Februar 1967 erschien die Serie Tina, die von Mike Hubbard gezeichnet wurde.	-10.0
321	On the other hand, the finalists of the short film category received a total of ₱100,000 (US$1,785~) each for their finished films.	Auf der anderen Seite erhielten die Finalisten der Kategorie Kurzfilme insgesamt ₱100,000 (US$1,785~) für ihre fertigen Filme.	-8.0
322	Voting lines open during the episode's livestream at 4 p.m. until 11.59 p.m., which requires an active meCONNECT account in order to vote.	Abstimmungsleitungen öffnen sich während des Live-Streams der Episode um 4 Uhr bis 11:59 Uhr, was ein aktives meCONNECT-Konto erfordert, um zu stimmen.	-18.0
323	Aristorenas signed with United City in 2020, a club that had once been Ceres–Negros but had undergone a change in management.	Im Jahr 2020 unterschrieb Aristorenas einen Vertrag bei United City, einem Verein, der einst Ceres-Negros gewesen war, aber einen Managementwechsel unterzogen hatte.	-1.0
324	By 1890 the population had grown to 100, now boasting a school, grocery store, saloon, hotel, and several shops.	Bis 1890 hatte sich die Bevölkerung auf 100 erhöht, heute verfügt sie über eine Schule, ein Lebensmittelgeschäft, einen Salon, ein Hotel und mehrere Geschäfte.	-8.0
325	It subsequently developed into the most significant trade and transport route of the region and maintained this status even after the decline of the Roman colony.	Es entwickelte sich anschließend zu der wichtigsten Handels- und Transportroute der Region und behielt diesen Status auch nach dem Niedergang der römischen Kolonie.	-1.0
326	The 2023 Cork Junior B Hurling Championship is the 40th staging of the Cork Junior B Hurling Championship since its establishment by the Cork County Board in 1984.	Die 2023 Cork Junior B Hurling Championship ist die 40. Auflage der Cork Junior B Hurling Championship seit ihrer Gründung 1984 durch die Cork County Board.	-2.0
327	Rama in this temple is also known as Pattabhiramar and is in seated position on a throne with Seethalakshmi Devi.	Rama in diesem Tempel ist auch als Pattabhiramar bekannt und sitzt auf einem Thron mit Seethalakshmi Devi.	-6.0
328	He was killed at his last session as senator by fellow senator Arnon de Melo, who intended to shoot another senator, Silvestre Péricles, purportedly in self-defense as Pericles was drawing his own gun.	Er wurde bei seiner letzten Sitzung als Senator von Kollegen Senator Arnon de Melo getötet, der beabsichtigte, einen anderen Senator, Silvestre Péricles, zu erschießen, angeblich in Selbstverteidigung, als Pericles seine eigene Waffe zeichnete.	-8.0
329	The earliest description of the Territory in print is thought to have appeared in the 1688 Historia de Yucathan by Diego López de Cogolludo, who credited this information to Bartolomé de Fuensalida, a Franciscan friar who himself likely first got it from an Itza delegation to Tipu in 1618.	Die früheste Beschreibung des Territoriums im Druck wird angenommen, in der 1688 Historia de Yucathan von Diego López de Cogolludo, der diese Informationen an Bartolomé de Fuensalida, ein französischer Friar, der sich wahrscheinlich erstmals von einer Itza Delegation in Tipu in 1618 erhalten hat.	-25.0
330	Other common symptoms include changes in the skin texture, color, and temperature; changes in hair and nail growth; skin sensitivity to touch, also known as allodynia; and dizziness, especially when going to a standing position after sitting.	Andere häufige Symptome sind Veränderungen in der Haut Textur, Farbe und Temperatur; Veränderungen im Haar und Nagelwachstum; Hautempfindlichkeit zum Berühren, auch als Allodynie bekannt; und Schwindel, vor allem wenn Sie nach dem Sitzen zu einer stehenden Position gehen.	-23.0
331	This is a list of songs that reached the top 10 on the Billboard Mainstream Top 40 (or Pop Airplay) chart in 2015.	Es handelt sich um eine Liste von Songs, die 2015 in den Top 10 der Billboard Mainstream Top 40 (oder Pop Airplay)-Charts erreichten.	-2.0
332	Further stations were from October/November 1998 as Sandy Cay for C. Rehder Schiffsmakler und Reederei in Limassol, from July 1999 as Nordica for Unisand Shipping Company in Limassol under management of N.C. Schiffahrtsbüro in Bremerhaven and chartering by Wilhelm Tietjen Befrachtungsgesellschaft in Hamburg, from October 2004 Lady Rea for Rea Maritime Corporation in Panama and finally from August 2006 as Evgeniy Vasilyev for Dream Hills Trading in Panama under management of DSL Shipping in Limassol.	Weitere Stationen waren ab Oktober/November 1998 Sandy Cay für C. Rehder Schiffsmakler und Reederei in Limassol, ab Juli 1999 Nordica für Unisand Shipping Company in Limassol unter Leitung von N.C. Schiffahrtsbüro in Bremerhaven und Charter von Wilhelm Tietjen Befrachtungsgesellschaft in Hamburg, ab Oktober 2004 Lady Rea für Rea Maritime Corporation in Panama und schließlich ab August 2006 Evgeniy Vasilyev für Dream Hills Trading in Panama unter Leitung von DSL Shipping in Limassol.	-13.0
